ID;Start Date;End Date;Display Date;Title;City;Venue;Type;Org. Body;# of Cat. Entries;# of Artists;Status
1241;1912-00-00;;;Société des Artistes Méridionaux Toulouse VIIe Exposition;Toulouse;Ancienne Caisse d'épargne;group;Société des Artistes Méridionaux;189;29;proof read
1244;1912-00-00;;;Sommaire des Peintures et Sculptures de l'École Contemporaine exposées dans les Galeries du Musée National du Luxembourg;Paris;Musée National du Luxembourg;group;"Gaston Braun - Éditeur Officiel des Musées Nationaux; Musée National du Luxembourg";1029;464;proof read
410;1912-00-00;1913-00-00;;Touring Exhibition of the Deutsches Museum für Kunst in Handel und Gewerbe/Hagen i. W. / with the co-operation of the Österreichisches Museum für Kunst und Industrie in Wien.;Newark;Newark (exact location unknown);group;;0;0;pending
438;1912-00-00;;;XXIV. Ausstellung der Berliner Secession;Berlin;Ausstellungshaus am Kurfürstendamm 208/9;group;Berliner Secession;328;144;proof read
411;1912-00-00;;;Выставка сто лет французской живописи (1812-1912);Saint Petersburg;Institut Francais de St. Pétersbourg;group;;948;199;proof read
1473;1912-00-00;;;Современная живопись.;Ekaterinodar;Ekaterinodar (exact location unknown);group;;99;28;completed
440;1912-00-00;;;Союз Моледежи;Moscow;Moscow (exact location unknown);group;;110;14;proof read
418;1912-01-00;1912-02-00;;Hagenbund. Norwegische Künstler;Vienna;Räume des Künstlerbundes Hagen - Zedlitzgasse;group;Künstlerbund Hagen / Hagenbund;270;40;proof read
1422;1912-01-00;1912-02-00;;Neue Künstlervereinigung München E.V., III. Ausstellung. Turnus 1911/12;Zurich;Kunsthaus Zürich;group;"Neue Künstlervereinigung München (N.K.V.M.); Kunsthaus Zürich";0;0;pending
413;1912-01-00;;;Painting and Drawings by Roger Fry;London;Galleries of the Alpine Club;group;Galleries of the Alpine Club;52;1;proof read
1288;1912-01-00;;;Paintings by Alexander Jamieson. First Exhibition;London;Carfax Gallery;solo;Carfax Gallery;39;1;proof read
415;1912-01-00;1912-02-23;end/01/1912 - 23/02/1912;XIV. Jahrgang. Winter 1911/1912. V. Ausstellung. [Lovis Corinth, Franz von Hatvany, Heinrich Hübner, Fritz Behn];Berlin;Paul Cassirer;group;Paul Cassirer;60;3;proof read
1282;1912-01-00;1912-02-00;;XXXX. Ausstellung der Vereinigung bildender Künstler Österreichs Secession. Plakat-Ausstellung;Vienna;Gebäude der Secession;group;Vereinigung bildender Künstler Österreichs Secession;466;2;proof read
419;1912-01-00;1912-02-00;;Мир искусства;Saint Petersburg;Saint Petersburg (exact location unknown);group;;456;54;proof read
1458;1912-01-04;1912-01-15;;Arbeit;Munich;Moderne Galerie (Heinrich Thannhauser);solo;Moderne Galerie (Heinrich Thannhauser);65;1;completed
416;1912-01-05;1912-03-01;;Umělecká výstava v Obecním domě »u Prašné věže«;Prague;Obecní dům;group;"Skupina výtvarných umělců; Spolek výtvarných umělců Mánes; Jednota výtvarných umělců";237;86;proof read
412;1912-01-06;1912-01-00;;A Neukunst Wien vendégművészeinek kiállítása 1912;Budapest;Művészház;group;Művészház;114;6;proof read
937;1912-01-06;1912-01-18;;XIV. Jahrgang. Winter 1911/1912. IV. Ausstellung. [Kollektionen Richard Dreher, Werner Hoffmann, Max Oppenheimer];Berlin;Paul Cassirer;group;Paul Cassirer;43;3;proof read
876;1912-01-08;1912-01-20;;Exposition de Peintures de Henry Hayden;Paris;Galerie Druet;solo;;36;1;proof read
1452;1912-01-15;1912-02-15;;Ausstellung Auguste Renoir;Munich;Moderne Galerie (Heinrich Thannhauser);solo;Moderne Galerie (Heinrich Thannhauser);41;1;completed
417;1912-01-19;1912-02-00;19/01/1912 - end/02/1912;Französische Meister;Vienna;Galerie Miethke;group;Galerie Miethke;30;8;proof read
420;1912-01-22;1912-02-03;;Exposition de Peintures de Félix Vallotton;Paris;Galerie Druet;solo;Galerie Druet;44;1;proof read
421;1912-01-23;1912-01-31;;Der Blaue Reiter. Die Erste Ausstellung der Redaktion;Cologne;Gereonshaus;group;"Moderne Galerie (Heinrich Thannhauser); Gereonshaus";0;0;pending
414;1912-01-23;1912-02-26;;"Выставка Картин Общества Художников ""Бубновый Валет""";Moscow;Moscow (exact location unknown);group;;247;44;proof read
422;1912-02-00;;;Die zweite Ausstellung der Redaktion. Der Blaue Reiter. Schwarz-Weiss;Munich;Hans Goltz;group;Hans Goltz;317;27;proof read
1287;1912-02-00;;;Paintings and Drawings by Elliot Seabrooke;London;Carfax Gallery;solo;Carfax Gallery;48;1;proof read
1167;1912-02-00;1912-02-00;;XXXIX. Výstava S. V. U. Manes. H. Böttinger. Výbor prací 1901-1911;Prague;Pavilon v zahradě Kinských;solo;Spolek výtvarných umělců Mánes;123;1;completed
1254;1912-02-00;1912-03-00;;Zvláštní výstava spolku Deutsch-Böhmischer Künstlerbund;Prague;Rudolfinum;group;"Krasoumná jednota; Deutschböhmischer Künstlerbund";293;27;completed
424;1912-02-01;1912-03-31;;Deutscher Künstlerbund. Grosse Ausstellung;Bremen;Kunsthalle Bremen;group;Deutscher Künstlerbund;468;179;completed
1027;1912-02-02;1912-02-18;;VI. csoportos kiállítás a Művészházban;Budapest;Művészház;group;Művészház;209;8;proof read
425;1912-02-05;1912-02-17;;Exposition Annuelle, 2me Groupe;Paris;Galerie Druet;group;Galerie Druet;54;11;proof read
426;1912-02-05;1912-02-24;;Les Peintres Futuristes italiens;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;35;5;proof read
427;1912-02-07;1912-02-26;;An Exhibition of recent paintins and drawings by Marsden Hartley;New York;Photo-Secession Galleries;group;;0;0;pending
1448;1912-02-12;1912-02-25;;[Jean Berger (Catalogue written by Charles Morice)];Paris;Galerie B. Weill;solo;;0;0;pending
1429;1912-02-13;1912-03-10;;Kollektiv-Ausstellung Edvard Munch;Munich;Moderne Galerie (Heinrich Thannhauser);solo;Moderne Galerie (Heinrich Thannhauser);96;1;completed
826;1912-02-19;1912-03-02;;Exposition de Peintures de Madame Marval;Paris;Galerie Druet;solo;;46;1;proof read
1033;1912-02-25;1912-03-17;;Kőváry Szilárd gyűjteményes kiállitása a Művészházban;Budapest;Művészház;solo;Művészház;158;1;proof read
938;1912-02-25;1912-03-13;;XIV. Jahrgang. Winter 1911/1912. VI. Ausstellung. [Auguste Renoir, Adolph Ed. Herstein, Robert Hoffmann, Georg Kolbe];Berlin;Paul Cassirer;group;Paul Cassirer;64;3;proof read
428;1912-02-27;1912-03-12;;An exhibition of paintings by Arthur G. Dove;New York;Photo-Secession Galleries;group;;0;0;pending
429;1912-02-28;1912-03-13;;Les Peintres R. Delaunay, Marie Laurencin;Paris;Galerie H. Barbazanges;group;Galerie H. Barbazanges;66;2;proof read
1291;1912-03-00;;;Drawings and Studies from Life by William Orpen, A.R.A. R.H.A.;London;Goupil Gallery;solo;Goupil Gallery;56;1;proof read
431;1912-03-00;1912-04-00;;XL. výstava. S. V. U. Manes. Mir iskusstva. Sdružení ruských umělců v Petrohradě;Prague;Pavilon v zahradě Kinských;group;Spolek výtvarných umělců Mánes;73;20;proof read
1223;1912-03-00;1912-07-00;;XLI. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;Vienna;Gebäude der Secession;group;Vereinigung bildender Künstler Österreichs Secession;229;64;proof read
877;1912-03-02;1912-04-20;;Frühjahr-Ausstellung der Münchener Secession;Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;;589;224;proof read
846;1912-03-04;1912-03-16;;Exposition de Peintures de Louis Valtat;Paris;Galerie Druet;solo;;50;1;proof read
432;1912-03-05;;;Exhibition of works by the Italian Futurist Painters;London;Sackville Gallery;group;Sackville Gallery;35;4;completed
433;1912-03-09;1912-04-14;;La Libre Esthétique. La dix-neuvième Exposition à Bruxelles;Brussels;Brussels (exact location unknown);group;La Libre Esthétique;256;24;proof read
430;1912-03-09;;;Neue Secession. V. Ausstellung. Zeichnende Künste, Plastik;Berlin;Räumlichkeiten der Neuen Secession;group;Neue Secession Berlin E. V.;153;13;proof read
434;1912-03-11;1912-03-23;;Exposition des Peintures et des Dessins d'Auguste Chabaud;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;61;1;completed
847;1912-03-11;1912-04-08;;Osliny Hvost;Moscow;Stroganov School;group;;0;0;pending
1088;1912-03-12;1912-04-10;;Der Sturm. Erste Ausstellung. Der Blaue Reiter. Franz Flaum. Oskar Kokoschka. Expressionisten;Berlin;Gilka-Villa;group;Der Sturm;108;23;proof read
436;1912-03-14;1912-04-06;;An exhibition of sculpture - the first in America - and recent drawings by Henri Matisse;New York;Photo-Secession Galleries;group;Photo-Secession Galleries;0;0;pending
939;1912-03-16;1912-04-10;16/03/1912 - ca. 10/04/1912;XIV. Jahrgang. Winter 1911/1912. VII. Ausstellung. [Curt Herrmann, Ulrich Hübner, Waldemar Rösler, Albert Weisgerber];Berlin;Paul Cassirer;group;Paul Cassirer;81;4;proof read
437;1912-03-20;1912-05-16;;Société des Artistes Indépendants: 28e exposition;Paris;Quai d'Orsay, Pont de l'Alma;group;Société des Artistes Indépendants;0;0;pending
1050;1912-03-23;1912-04-00;;Hagenbund. Frühjahrsausstellung. [35. Ausstellung];Vienna;Räume des Künstlerbundes Hagen - Zedlitzgasse;group;Künstlerbund Hagen / Hagenbund;272;47;proof read
996;1912-03-24;1912-04-21;;Vaszary János gyüjteményes kiállítása a Művészházban;Budapest;Művészház;solo;Művészház;165;1;proof read
845;1912-03-26;1912-04-15;;Vystavka kartin sovremennyh russkih hudoznikov;Kaluga;Kaluga art circle;group;;0;0;pending
443;1912-04-00;1912-05-00;;Alfred A. Wolmark;London;Goupil Gallery;solo;Goupil Gallery;44;1;completed
441;1912-04-00;;;Ausstellung von Künstlergruppe Brücke;Berlin;Fritz Gurlitt;group;Fritz Gurlitt;81;6;proof read
762;1912-04-00;;;Der Blaue Reiter. Die Erste Ausstellung der Redaktion;Bremen;Bremen (excact location unknown);group;;0;0;pending
444;1912-04-00;1912-05-00;;Maler und Bildhauer der Berliner Sezession;Vienna;Galerie Miethke;group;Galerie Miethke;40;13;proof read
1286;1912-04-00;;;Paintings. Charles M. Gere and Margaret Gere;London;Carfax Gallery;group;Carfax Gallery;65;2;proof read
1106;1912-04-00;1912-05-00;;VII. csoportos kiállítás a Művészházban;Budapest;Művészház;group;Művészház;135;8;proof read
445;1912-04-07;1912-06-00;07/04/1912 - end/06/1912;LIA Leipziger Jahresausstellung 1912. Für Aquarell, Pastell, Zeichnung und Kleinplastik;Leipzig;Im Städtischen Handelshof;group;Verein Leipziger Jahres-Ausstellung;0;0;pending
446;1912-04-12;1912-05-15;;Der Sturm. Zweite Ausstellung. Die Futuristen;Berlin;Gilka-Villa;group;Der Sturm;35;4;proof read
442;1912-04-12;1912-05-00;12/04/1912 - mid/05/1912;XIV. Jahrgang. Winter 1911/1912. VIII. Ausstellung. [Paul Cézanne, E. R. Butler, Maria Slavona, G. H. Wolff];Berlin;Paul Cassirer;group;Paul Cassirer;54;4;proof read
447;1912-04-13;1912-07-00;;Stedelijke Internationale Tentoonstelling Van Kunstwerken Van Levende Meesters;Amsterdam;Stedelijk Museum;group;Stedelijk Museum;1692;760;completed
448;1912-04-14;1912-06-30;;Société Nationale des Beaux-Arts: XXIIe Exposition;Paris;Grand Palais des Champs Elysées;group;;0;0;pending
449;1912-04-15;1912-04-27;;Edouard Vuillard Exposition;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;29;1;proof read
450;1912-04-15;1912-04-27;;Exposition de Dix Peintres;Paris;Galerie Druet;group;Galerie Druet;52;10;proof read
451;1912-04-20;1912-05-10;;Exposició d'Art Cubista;Barcelona;Galeries J. Dalmau;group;Galeries J. Dalmau;50;8;completed
1294;1912-04-23;;;Exhibition of Drawings by Joseph Simpson;London;Stafford Gallery;solo;Stafford Gallery;33;1;completed
452;1912-04-23;;;Exhibition of Drawings by Pablo Picasso;London;Stafford Gallery;solo;Stafford Gallery;26;1;proof read
453;1912-04-23;1912-10-31;;X. Esposizione d'Arte della Città di Venezia;Venice;Giardini Pubblici;group;Città di Venezia;1902;407;completed
454;1912-04-25;1912-06-30;;Sixteenth Annual Exhibition;Pittsburgh;Carnegie Institute;group;Carnegie Institute;348;255;completed
455;1912-04-29;1912-05-11;;Exposition Annuelle, IIIe Groupe;Paris;Galerie Druet;group;Galerie Druet;47;10;proof read
456;1912-05-00;;;[Der Sturm]. Dritte Ausstellung. Graphik;Berlin;Der Sturm [venues];group;Der Sturm;138;10;proof read
1290;1912-05-00;;;Paintings and Drawings by Walter Sickert;London;Carfax Gallery;solo;Carfax Gallery;69;1;proof read
1042;1912-05-00;;;Szinyei Merse Pál gyűjteményes kiállitása;Budapest;Ernst Múzeum;solo;Ernst Múzeum;98;2;proof read
940;1912-05-00;1912-09-00;mid/05/1912 - 09/1912;XIV. Jahrgang. Winter 1911/1912. IX. Ausstellung. [Sommerausstellung];Berlin;Paul Cassirer;group;Paul Cassirer;38;20;proof read
1172;1912-05-00;1912-06-00;;XLI. výstava S. V. U. Manes. Posmrtná souborná výstava Miloše Jiránka;Prague;Pavilon v zahradě Kinských;solo;Spolek výtvarných umělců Mánes;259;1;completed
458;1912-05-01;1912-05-15;;Exposition de Quelques Indépendants Anglais;Paris;Galerie H. Barbazanges;group;Galerie H. Barbazanges;44;10;completed
460;1912-05-01;1912-10-15;;Grosse Kunstausstellung Dresden;Dresden;Städtischer Ausstellungspalast;group;;0;0;pending
459;1912-05-01;1912-05-15;;Salon de Mai 1912, Première Exposition;Marseille;Ateliers du Quai Rive-Neuve;group;Société du Salon de Mai;74;34;proof read
1484;1912-05-15;1912-06-15;;Exposition des Œuvres de Carpeaux et de Ricard;Paris;Salle du Jeu de Paume;solo;;0;0;pending
1327;1912-05-15;1912-10-31;;Kunstausstellung der Münchener Secession;Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;"Verein bildender Künstler Münchens ""Secession""";393;129;proof read
461;1912-05-20;1912-06-00;;Les Peintres Futuristes Italiens / Exposition;Brussels;Galerie Georges Giroux;group;Galerie Georges Giroux;34;4;proof read
462;1912-05-25;1912-09-30;;Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln;Cologne;Städtische Ausstellungshalle am Aachener Tor;group;Sonderbund Westdeutscher Kunstfreunde und Künstler;587;153;proof read
1035;1912-05-26;1912-06-29;;Biró Mihály gyűjteményes kiállitása és az 1912-ik évi zsűrimentes kiállitás a Művészházban;Budapest;Művészház;group;Művészház;419;98;proof read
463;1912-05-28;1912-06-08;;"Claude Monet ""Venise"" - Exposition";Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;29;1;completed
750;1912-06-00;1912-07-00;;[Der Sturm. Vierte Ausstellung: Zurückgestellte Bilder des Sonderbundes Köln];Berlin;Der Sturm [venues];group;;0;0;pending
468;1912-06-00;;Summer 1912;Forty-seventh Exhibition of Modern Pictures. New English Art Club;London;Galleries of the Royal Society of British Artists;group;New English Art Club;201;95;completed
775;1912-06-00;1912-10-00;;IV. Mostra d'Arte;Montecatini;Terme Tamerici;group;;0;0;pending
1289;1912-06-00;;;Paintings by Ethel Sands and A. H. Hudson;London;Carfax Gallery;group;Carfax Gallery;44;2;proof read
465;1912-06-01;1912-06-23;;Les Indépendants Cercle d'Art / IX. Salon annuel;Brussels;Brussels (exact location unknown);group;Les Indépendants Cercle d'Art;247;47;completed
464;1912-06-01;;;Porträt-Ausstellung (Werke zeitgenössischer Deutscher Maler);Cologne;Wallraf-Richartz-Museum;group;Kölnischer Kunstverein;61;38;completed
794;1912-06-15;1912-07-15;;Société Normande de Peinture Moderne;Rouen;Grand Skating Rouennais;group;Société Normande de Peinture Moderne;122;29;proof read
1344;1912-06-16;1912-07-00;16/06/1912 - end/07/1912;[Der Sturm. Fünfte Ausstellung. Französische Expressionisten];Berlin;Der Sturm [venues];group;Der Sturm;0;0;pending
467;1912-06-17;1912-07-06;;Bonnard Œuvres récentes;Paris;MM. Bernheim-Jeune & Cie;solo;MM. Bernheim-Jeune & Cie;30;1;proof read
764;1912-07-00;;;Der Blaue Reiter. Die Erste Ausstellung der Redaktion;Hagen;Museum Folkwang;group;"Museum Folkwang; Der Sturm";0;0;pending
1351;1912-07-00;;;Die Futuristen [Wanderausstellung Der Sturm];Hamburg;Hamburg (exact location unknown);group;"Der Sturm; Gesellschaft zur Förderung moderner Kunst m.b.H.";24;4;proof read
469;1912-07-00;;;The London Salon of the Allied Artists' Association / Fifth Year;London;Royal Albert Hall;group;;0;0;pending
740;1912-07-01;1912-09-02;;Keuze=Tentoonstelling van Kunstwerken van levende Hollandsche Meesters;Nijmegen;Nijverheid- en Sporttentoonstelling;group;;257;68;completed
471;1912-07-02;;;Moderne Kunst: Plastik, Malerei, Graphik;Hagen;Museum Folkwang;group;;0;0;pending
472;1912-07-07;1912-07-31;;Moderner Bund. [II. Ausstellung];Zurich;Kunsthaus Zürich;group;Der Moderne Bund;115;22;proof read
1352;1912-07-11;;;Die Futuristen [Wanderausstellung Der Sturm];Copenhagen;Den Frie Udstilling;group;"Den Frie Udstilling; Der Sturm; Gesellschaft zur Förderung moderner Kunst m.b.H.";0;0;pending
473;1912-07-18;1912-09-30;;Die klassische Malerei Frankreichs im 19. Jahrhundert;Frankfurt am Main;Gebäude des Frankfurter Kunstvereins;group;Frankfurter Kunstverein;125;41;completed
470;1912-07-28;1912-08-19;;Tentoonstelling van Schilderijen;Domburg;Tentoonstellingszaal;group;;78;15;completed
1457;1912-08-00;1912-08-00;;Ausstellung Hugo von Habermann;Munich;Moderne Galerie (Heinrich Thannhauser);solo;Moderne Galerie (Heinrich Thannhauser);42;1;completed
478;1912-08-00;;;Gemälde von Max Beckmann in Berlin;Weimar;Großherzogliches Museum für Kunst und Kunstgewerbe;solo;;28;1;completed
479;1912-08-00;1912-09-00;;K. G. Brücke;Hamburg;Galerie Commeter;group;Galerie Commeter;0;0;pending
474;1912-08-02;1912-08-15;;Die Futuristen [Wanderausstellung Der Sturm];Hague, The;Kunsthandel J. J. Biesing;group;"Der Sturm; Gesellschaft zur Förderung moderner Kunst m.b.H.; Kunsthandel J. J. Biesing";0;0;pending
763;1912-09-00;;;Der Blaue Reiter. Die Erste Ausstellung der Redaktion;Frankfurt am Main;Salon Goldschmidt;group;"Der Sturm; Salon Goldschmidt";0;0;pending
1339;1912-09-00;1912-09-29;beg/09/1912 - 29/09/1912;Der Sturm. Sechste Ausstellung. Belgische Künstler;Berlin;Der Sturm [venues];group;;0;0;pending
476;1912-09-00;;;Die Futuristen [Wanderausstellung Der Sturm];Amsterdam;Galerie de Roos;group;"Der Sturm; Galerie de Roos; Gesellschaft zur Förderung moderner Kunst m.b.H.";0;0;pending
483;1912-09-00;1912-11-00;;II. výstava Skupiny výtvarných umělců;Prague;Obecní dům;group;Skupina výtvarných umělců;90;19;proof read
1056;1912-09-00;1912-09-00;;Zuloaga és Brangwyn gyűjteményes kiállitása;Budapest;Ernst Múzeum;group;Ernst Múzeum;59;1;proof read
1357;1912-09-21;1912-10-00;21/09/1912 - end/10/1912;[Expressionisten sowie das graphische Werk der Vereinigung Der Blaue Reiter];Hamburg;Kunstsäle Louis Bock & Sohn;group;;0;0;pending
